employee_id,month,year,total_tasks_assigned,total_tasks_completed,avg_completion_percentage,on_time_completion_rate,total_hours_worked,expected_hours,avg_task_progress,productivity_score,performance_status
41,7,2025,23,14,61.05,54.91,146.4,176.0,62.07,66.3,Good
8,9,2024,28,7,27.49,23.92,135.5,176.0,29.81,31.5,Low Productivity
11,4,2024,20,14,74.16,53.88,161.1,176.0,73.08,71.7,Good
22,2,2024,10,8,81.72,89.33,172.7,176.0,84.25,88.4,Excellent
24,11,2024,10,7,75.07,82.53,75.8,176.0,77.44,66.0,Good
41,8,2024,26,17,64.08,67.59,136.0,176.0,70.15,73.9,Good
17,6,2025,7,2,31.79,42.34,111.1,176.0,35.83,43.3,Needs Improvement
12,4,2025,14,8,64.18,64.61,140.2,176.0,64.96,64.0,Good
46,7,2024,5,3,63.74,62.51,110.4,176.0,65.82,64.1,Good
32,10,2025,18,11,64.13,43.58,141.3,176.0,58.38,69.3,Good
15,9,2024,8,5,73.04,84.95,108.1,176.0,79.43,71.1,Good
16,12,2024,16,10,60.92,67.46,146.6,176.0,59.67,70.1,Good
22,5,2025,10,8,87.17,76.58,124.5,176.0,86.55,78.3,Excellent
28,3,2025,15,13,84.14,93.92,171.1,176.0,81.75,93.0,Outstanding
20,8,2024,16,12,80.41,82.49,162.3,176.0,75.98,81.5,Excellent
33,10,2024,14,6,56.69,57.28,112.4,176.0,52.6,54.3,Needs Improvement
10,10,2024,22,10,40.77,50.55,124.0,176.0,35.38,51.7,Needs Improvement
40,3,2024,11,9,93.63,90.31,149.2,176.0,92.44,92.5,Outstanding
32,11,2025,11,7,75.45,66.61,109.8,176.0,79.62,62.6,Good
50,11,2024,15,5,33.18,30.95,118.1,176.0,33.06,45.9,Needs Improvement
33,10,2025,8,2,34.02,37.77,123.7,176.0,37.34,35.9,Low Productivity
2,4,2025,24,16,61.94,68.24,129.9,176.0,64.35,69.1,Good
33,10,2024,5,2,34.66,34.29,123.1,176.0,32.42,44.3,Needs Improvement
33,8,2025,17,6,38.9,32.79,97.3,176.0,45.09,40.0,Low Productivity
41,3,2024,22,12,60.25,49.11,140.3,176.0,65.24,60.8,Good
13,9,2024,13,7,56.75,68.06,127.8,176.0,60.85,65.3,Good
30,12,2025,28,22,75.62,97.11,144.8,176.0,77.7,85.7,Excellent
33,7,2025,28,20,70.45,83.61,146.5,176.0,68.75,77.1,Excellent
13,1,2024,13,8,68.33,66.88,154.0,176.0,66.62,72.4,Good
26,5,2024,27,12,50.21,45.2,124.5,176.0,50.06,50.8,Needs Improvement
22,7,2025,13,10,87.5,81.96,131.2,176.0,94.39,82.7,Excellent
39,1,2024,14,11,78.52,72.55,133.6,176.0,84.1,80.7,Excellent
2,3,2024,6,5,88.83,100.0,154.3,176.0,81.62,96.8,Outstanding
38,9,2024,10,7,80.06,65.22,146.2,176.0,81.35,77.8,Excellent
39,4,2025,19,9,60.57,45.57,104.5,176.0,48.13,50.6,Needs Improvement
26,1,2025,7,2,40.16,41.22,119.5,176.0,37.95,48.2,Needs Improvement
46,6,2025,15,10,67.06,66.95,147.6,176.0,63.67,72.1,Good
50,3,2024,10,7,66.69,78.84,131.7,176.0,69.47,79.2,Excellent
15,12,2025,7,1,30.66,22.6,132.0,176.0,25.22,39.0,Low Productivity
34,9,2025,28,15,67.1,40.81,114.2,176.0,59.46,54.6,Needs Improvement
42,6,2024,15,4,33.56,26.99,106.1,176.0,31.07,34.5,Low Productivity
44,3,2024,19,10,67.41,55.04,93.8,176.0,67.38,50.0,Needs Improvement
49,9,2025,17,13,77.45,77.43,138.8,176.0,68.75,78.2,Excellent
40,10,2025,24,17,65.2,69.67,135.2,176.0,70.89,69.8,Good
11,2,2025,14,3,32.81,22.49,93.8,176.0,31.81,30.1,Low Productivity
3,3,2024,10,6,69.3,57.85,123.7,176.0,69.43,64.0,Good
6,6,2024,19,7,33.87,50.03,102.9,176.0,39.38,49.0,Needs Improvement
9,5,2024,29,11,48.08,49.96,120.5,176.0,44.41,41.3,Needs Improvement
6,1,2025,22,16,73.12,87.32,112.1,176.0,80.53,72.0,Good
9,10,2024,22,11,45.47,41.58,92.9,176.0,45.49,55.1,Needs Improvement
39,7,2024,11,3,38.07,38.29,100.7,176.0,42.03,43.9,Needs Improvement
31,8,2024,19,10,50.07,53.19,123.4,176.0,52.29,58.1,Needs Improvement
32,3,2025,22,13,66.73,57.8,117.6,176.0,70.16,62.7,Good
41,3,2025,22,7,28.24,26.57,108.2,176.0,28.62,34.7,Low Productivity
50,4,2025,24,13,58.7,77.96,135.3,176.0,56.36,62.9,Good
12,9,2025,13,8,66.12,62.55,146.3,176.0,75.82,69.2,Good
8,1,2024,28,21,78.08,69.38,161.3,176.0,77.98,80.5,Excellent
8,3,2024,6,5,82.14,89.68,131.0,176.0,76.65,82.7,Excellent
50,6,2024,12,6,54.56,61.64,112.9,176.0,61.91,53.1,Needs Improvement
28,1,2024,24,15,73.5,65.5,120.1,176.0,71.94,70.0,Good
20,11,2024,6,3,49.4,52.37,135.5,176.0,40.79,58.3,Needs Improvement
47,10,2024,15,9,57.4,71.17,121.0,176.0,53.28,67.6,Good
7,10,2025,11,8,77.46,72.04,148.4,176.0,67.67,77.8,Excellent
11,10,2024,10,8,74.35,82.06,123.3,176.0,70.45,71.1,Good
20,6,2024,14,10,64.11,69.9,130.4,176.0,72.9,67.7,Good
16,8,2024,9,7,82.61,77.3,133.3,176.0,84.91,84.1,Excellent
4,5,2024,15,8,58.27,71.79,136.5,176.0,58.25,61.3,Good
6,1,2024,5,1,42.75,38.54,92.7,176.0,39.86,44.6,Needs Improvement
22,2,2024,6,3,57.59,46.76,151.0,176.0,56.9,56.6,Needs Improvement
26,4,2025,28,16,63.78,59.81,131.8,176.0,69.35,60.6,Good
3,2,2024,5,3,66.05,56.58,122.1,176.0,56.91,69.9,Good
41,10,2025,23,10,57.0,44.63,122.2,176.0,71.7,58.3,Needs Improvement
42,3,2025,6,3,58.28,57.06,117.8,176.0,53.87,61.7,Good
14,8,2024,25,13,53.19,58.86,107.9,176.0,51.94,55.3,Needs Improvement
11,6,2025,24,18,84.01,91.21,151.0,176.0,83.21,86.4,Excellent
18,11,2025,27,16,60.19,60.74,150.2,176.0,59.26,61.3,Good
12,1,2025,25,5,22.15,17.58,103.9,176.0,18.79,32.2,Low Productivity
23,7,2025,28,16,59.65,58.36,107.7,176.0,64.02,65.0,Good
12,8,2025,8,4,57.67,63.76,109.2,176.0,63.37,59.8,Needs Improvement
13,4,2024,16,15,94.84,98.26,178.2,176.0,99.62,93.2,Outstanding
25,8,2024,26,20,73.19,76.48,154.0,176.0,73.63,83.0,Excellent
45,11,2024,24,13,56.06,41.58,109.6,176.0,53.12,55.3,Needs Improvement
19,3,2025,22,17,84.06,80.94,134.4,176.0,83.13,80.4,Excellent
46,5,2024,5,2,41.84,49.53,117.5,176.0,41.41,46.3,Needs Improvement
36,1,2024,5,2,47.57,57.57,117.8,176.0,42.67,51.3,Needs Improvement
45,10,2024,28,17,57.61,72.76,161.2,176.0,58.5,73.3,Good
8,1,2025,18,16,96.78,85.41,141.7,176.0,100.0,88.4,Excellent
29,2,2024,8,2,36.06,33.44,118.3,176.0,35.21,41.6,Needs Improvement
32,5,2025,9,6,74.83,74.44,144.8,176.0,77.33,76.8,Excellent
44,9,2025,15,10,72.67,74.94,110.5,176.0,69.38,64.2,Good
18,8,2025,28,12,37.03,41.74,79.2,176.0,41.46,42.1,Needs Improvement
6,11,2025,27,24,89.51,93.5,145.7,176.0,86.22,89.1,Excellent
18,10,2024,17,12,78.37,67.77,143.0,176.0,76.31,78.1,Excellent
19,10,2024,20,13,66.95,61.63,157.7,176.0,69.54,72.7,Good
22,8,2025,28,19,69.56,77.34,123.0,176.0,64.61,67.5,Good
37,10,2025,17,12,75.29,76.8,146.6,176.0,77.45,75.7,Excellent
32,9,2025,28,12,49.04,49.7,110.6,176.0,54.29,53.3,Needs Improvement
41,8,2025,26,17,68.96,66.3,160.3,176.0,69.78,68.5,Good
3,5,2024,6,5,96.78,90.87,147.0,176.0,100.0,93.4,Outstanding
28,8,2025,20,9,47.92,38.26,110.8,176.0,41.46,48.0,Needs Improvement
10,5,2024,10,7,70.98,65.93,141.1,176.0,73.22,73.9,Good
35,5,2025,18,9,58.36,58.34,123.5,176.0,56.08,56.7,Needs Improvement
29,4,2025,5,3,60.86,61.35,150.5,176.0,62.78,64.9,Good
15,6,2024,21,8,38.76,39.79,113.5,176.0,46.67,42.4,Needs Improvement
33,1,2025,15,7,41.65,40.24,124.5,176.0,26.73,53.8,Needs Improvement
7,6,2024,23,12,56.2,60.24,98.2,176.0,53.1,58.1,Needs Improvement
12,3,2025,7,4,58.71,75.92,111.5,176.0,47.26,61.8,Good
49,7,2024,15,6,40.33,49.08,109.7,176.0,34.18,50.4,Needs Improvement
30,2,2025,9,5,62.99,62.23,134.2,176.0,60.62,69.3,Good
21,12,2024,21,8,40.22,53.13,102.2,176.0,44.52,50.9,Needs Improvement
31,8,2025,26,17,69.97,68.69,136.9,176.0,74.01,70.6,Good
24,6,2024,11,7,75.0,69.11,130.2,176.0,78.89,73.0,Good
20,10,2024,14,6,45.92,56.84,142.8,176.0,48.72,53.1,Needs Improvement
37,7,2024,15,12,83.73,79.49,141.6,176.0,77.03,85.0,Excellent
4,5,2024,7,3,56.25,45.24,131.9,176.0,60.26,59.4,Needs Improvement
28,5,2024,24,14,59.62,56.04,123.6,176.0,56.23,63.4,Good
44,7,2024,14,10,74.89,82.48,141.2,176.0,77.13,73.4,Good
20,11,2024,14,10,69.41,66.95,146.4,176.0,64.82,75.6,Excellent
24,5,2024,18,11,65.74,50.01,134.1,176.0,64.84,63.7,Good
50,1,2024,16,5,33.25,44.24,98.2,176.0,32.91,42.7,Needs Improvement
49,10,2024,19,12,72.9,91.8,139.3,176.0,74.63,73.5,Good
32,2,2025,14,4,31.79,25.49,101.1,176.0,27.6,39.9,Low Productivity
41,9,2024,14,5,37.77,35.2,120.9,176.0,41.08,42.2,Needs Improvement
36,4,2024,23,8,29.76,25.38,126.1,176.0,23.19,42.7,Needs Improvement
34,3,2024,5,3,76.29,65.3,152.4,176.0,84.79,73.4,Good
36,5,2024,28,14,53.86,39.98,105.8,176.0,50.1,56.6,Needs Improvement
2,12,2024,14,10,76.67,61.39,92.0,176.0,66.88,67.2,Good
15,1,2024,6,2,41.98,39.71,145.6,176.0,41.62,54.4,Needs Improvement
34,11,2024,21,11,61.96,40.3,130.2,176.0,59.9,55.6,Needs Improvement
36,2,2025,28,11,40.14,29.48,118.6,176.0,35.55,40.0,Low Productivity
6,11,2024,11,8,81.58,83.03,134.4,176.0,88.31,81.7,Excellent
39,8,2025,11,4,48.92,40.02,85.2,176.0,52.69,44.8,Needs Improvement
42,12,2025,24,11,51.35,49.89,87.6,176.0,53.66,47.3,Needs Improvement
12,8,2024,13,10,79.82,75.45,137.5,176.0,75.04,81.5,Excellent
3,12,2024,26,16,56.92,63.39,134.2,176.0,54.27,61.1,Good
45,11,2024,6,3,54.44,69.52,155.9,176.0,51.39,73.9,Good
18,7,2025,18,8,44.15,41.69,120.5,176.0,35.02,48.5,Needs Improvement
40,6,2024,21,14,69.22,74.79,145.3,176.0,70.58,69.2,Good
21,9,2025,5,2,42.21,48.19,113.3,176.0,43.93,52.6,Needs Improvement
15,12,2025,13,8,66.82,60.4,126.7,176.0,67.43,66.8,Good
33,1,2025,24,18,79.62,67.77,119.0,176.0,80.76,72.7,Good
35,9,2025,25,17,68.18,55.22,116.4,176.0,62.52,62.7,Good
26,4,2024,23,20,89.95,78.55,132.2,176.0,85.48,87.6,Excellent
8,6,2025,8,5,74.98,57.85,132.2,176.0,73.39,71.3,Good
36,2,2025,12,7,51.77,51.82,102.9,176.0,58.7,54.5,Needs Improvement
48,10,2024,17,15,92.83,96.13,139.5,176.0,98.64,91.0,Outstanding
30,6,2024,8,2,26.72,30.32,103.7,176.0,29.31,33.0,Low Productivity
23,11,2024,13,7,54.64,52.73,88.6,176.0,64.72,56.7,Needs Improvement
42,5,2025,13,8,62.87,60.64,155.2,176.0,65.41,74.8,Good
44,7,2024,26,18,76.11,70.09,163.3,176.0,79.29,79.4,Excellent
14,1,2024,22,5,18.07,24.17,114.6,176.0,25.47,29.1,Low Productivity
14,7,2024,16,8,58.07,42.24,126.8,176.0,61.55,51.6,Needs Improvement
2,5,2025,14,9,79.76,71.51,139.1,176.0,88.0,73.7,Good
37,6,2024,15,10,59.57,64.72,141.8,176.0,59.71,62.9,Good
5,10,2025,11,8,77.64,82.95,145.7,176.0,74.44,83.8,Excellent
38,11,2024,13,7,57.84,54.52,126.6,176.0,57.36,60.7,Good
45,11,2025,10,8,80.85,74.47,123.7,176.0,82.04,78.4,Excellent
41,1,2024,23,12,54.3,66.07,126.3,176.0,49.78,60.3,Good
47,8,2025,20,15,78.6,77.63,149.7,176.0,75.04,79.0,Excellent
14,11,2025,19,8,42.71,43.34,122.1,176.0,40.6,54.1,Needs Improvement
39,4,2024,11,10,92.61,96.86,171.0,176.0,87.12,93.2,Outstanding
25,1,2025,20,11,62.28,48.27,148.1,176.0,59.34,57.9,Needs Improvement
20,3,2025,9,7,82.7,70.5,138.6,176.0,86.37,76.6,Excellent
2,10,2024,20,12,56.4,66.05,112.3,176.0,60.37,65.1,Good
39,12,2024,5,4,94.47,97.82,169.8,176.0,87.45,90.8,Outstanding
6,1,2025,23,9,49.33,44.68,123.9,176.0,50.87,53.5,Needs Improvement
17,7,2025,9,6,76.68,81.29,131.3,176.0,76.34,76.2,Excellent
25,10,2024,11,10,86.37,81.15,149.7,176.0,91.63,81.1,Excellent
28,2,2025,23,14,59.71,61.22,126.7,176.0,58.36,66.3,Good
2,9,2024,26,17,57.06,63.64,139.2,176.0,50.86,66.4,Good
35,12,2025,9,4,52.36,63.55,145.8,176.0,49.93,63.4,Good
37,8,2024,21,6,34.03,32.65,89.5,176.0,28.04,33.3,Low Productivity
5,6,2025,26,8,28.04,39.71,109.6,176.0,16.76,42.7,Needs Improvement
1,7,2024,12,9,74.08,73.92,146.9,176.0,73.81,78.9,Excellent
40,4,2025,5,2,61.14,46.97,95.0,176.0,63.73,60.9,Good
12,12,2024,6,2,50.56,55.44,153.4,176.0,51.5,59.2,Needs Improvement
36,10,2024,19,18,96.5,99.39,162.5,176.0,90.08,96.6,Outstanding
45,7,2025,24,8,36.46,42.44,124.5,176.0,29.7,41.3,Needs Improvement
23,12,2024,22,11,47.38,51.2,97.1,176.0,48.47,47.2,Needs Improvement
47,6,2024,15,3,21.91,41.25,127.8,176.0,30.4,37.1,Low Productivity
31,6,2024,29,11,28.84,47.36,105.1,176.0,35.31,42.6,Needs Improvement
11,4,2025,14,12,93.27,90.19,118.6,176.0,91.8,91.5,Outstanding
10,8,2025,28,15,53.87,54.55,102.2,176.0,54.93,53.8,Needs Improvement
3,11,2024,28,21,75.11,78.66,124.3,176.0,79.67,79.3,Excellent
14,1,2024,8,6,76.91,68.28,130.3,176.0,76.19,74.0,Good
16,2,2025,9,4,46.41,43.63,98.6,176.0,39.69,53.7,Needs Improvement
10,3,2024,8,2,29.03,28.7,118.7,176.0,14.93,33.4,Low Productivity
29,8,2025,17,9,58.03,57.9,127.5,176.0,58.94,64.2,Good
10,7,2024,29,21,71.76,66.73,146.3,176.0,70.77,71.8,Good
12,6,2025,17,11,69.59,69.06,142.7,176.0,61.06,74.7,Good
30,5,2025,22,20,86.7,91.08,151.5,176.0,79.57,94.9,Outstanding
41,11,2025,28,26,93.54,94.77,131.9,176.0,92.22,89.3,Excellent
1,2,2024,6,4,75.07,87.71,118.1,176.0,72.34,73.7,Good
5,2,2024,20,10,50.76,63.65,101.9,176.0,57.92,53.3,Needs Improvement
20,7,2025,5,2,46.84,33.7,99.0,176.0,53.94,41.9,Needs Improvement
8,11,2024,23,20,79.65,89.77,177.5,176.0,75.4,82.8,Excellent
43,3,2025,13,6,46.85,46.84,97.0,176.0,54.37,48.7,Needs Improvement
12,9,2025,7,5,74.22,67.5,160.3,176.0,82.3,77.3,Excellent
1,11,2025,29,22,88.69,95.42,126.7,176.0,90.16,84.1,Excellent
20,2,2025,11,4,38.43,41.04,95.9,176.0,33.77,43.5,Needs Improvement
28,1,2025,14,9,70.23,66.13,142.2,176.0,70.83,68.5,Good
43,11,2025,5,2,55.63,66.92,141.3,176.0,45.0,60.7,Good
37,7,2025,14,6,48.12,55.56,93.9,176.0,45.19,51.8,Needs Improvement
47,3,2024,25,10,37.58,40.19,113.6,176.0,38.91,48.3,Needs Improvement
37,7,2024,13,8,63.6,72.1,150.6,176.0,65.53,66.5,Good
12,10,2024,19,8,33.49,43.78,130.2,176.0,31.27,48.9,Needs Improvement
37,6,2025,19,9,48.63,47.23,95.7,176.0,48.98,50.2,Needs Improvement
49,6,2025,7,3,42.0,42.64,116.2,176.0,36.91,46.6,Needs Improvement
49,9,2025,29,16,58.89,37.14,101.2,176.0,65.92,54.0,Needs Improvement
44,6,2024,9,8,85.85,77.72,156.9,176.0,93.09,88.4,Excellent
28,12,2024,13,6,43.97,38.87,120.6,176.0,47.52,47.2,Needs Improvement
47,5,2024,26,15,58.77,61.29,134.8,176.0,57.43,60.1,Good
15,10,2024,13,11,86.72,86.65,134.0,176.0,82.6,90.6,Outstanding
6,9,2025,27,13,52.97,57.3,108.4,176.0,57.2,56.7,Needs Improvement
44,10,2025,11,4,40.84,32.52,128.5,176.0,41.76,46.2,Needs Improvement
20,12,2025,28,15,54.69,69.52,139.6,176.0,49.68,61.5,Good
50,11,2025,27,18,60.65,81.14,159.2,176.0,65.95,71.8,Good
14,5,2024,16,7,55.77,48.81,140.1,176.0,53.53,58.0,Needs Improvement
2,11,2024,29,20,66.9,66.08,112.5,176.0,62.58,65.3,Good
9,11,2024,13,9,75.54,66.84,155.9,176.0,80.27,72.1,Good
37,5,2024,10,6,69.95,67.87,132.5,176.0,66.0,68.8,Good
20,3,2025,27,7,27.97,41.03,111.7,176.0,28.6,39.5,Low Productivity
26,2,2024,6,3,55.74,56.17,120.5,176.0,62.16,64.1,Good
29,11,2025,13,11,84.74,73.9,135.5,176.0,90.65,81.8,Excellent
1,2,2025,21,12,60.83,76.31,124.6,176.0,62.54,64.3,Good
35,1,2024,5,2,33.94,40.26,115.7,176.0,28.08,44.4,Needs Improvement
6,7,2024,23,7,33.08,44.84,110.9,176.0,30.59,46.0,Needs Improvement
37,9,2025,10,5,60.78,58.36,137.3,176.0,72.86,64.6,Good
5,12,2024,9,4,53.97,53.91,108.5,176.0,58.71,59.6,Needs Improvement
33,3,2025,6,2,39.9,47.79,95.2,176.0,38.75,47.8,Needs Improvement
49,12,2025,13,6,44.52,43.76,95.3,176.0,38.22,53.8,Needs Improvement
14,4,2024,18,10,56.81,53.55,121.4,176.0,47.31,58.7,Needs Improvement
12,6,2024,8,4,49.98,49.62,110.0,176.0,56.05,56.0,Needs Improvement
42,5,2024,8,5,72.62,66.76,129.7,176.0,78.79,67.5,Good
20,6,2025,25,8,39.48,38.16,107.4,176.0,39.29,42.2,Needs Improvement
50,10,2024,19,6,39.84,37.36,79.7,176.0,37.78,38.7,Low Productivity
24,7,2024,12,7,55.63,50.4,121.9,176.0,61.3,61.9,Good
43,10,2025,8,6,86.87,78.98,152.0,176.0,79.48,81.7,Excellent
34,4,2025,20,16,86.34,80.21,147.5,176.0,96.34,78.5,Excellent
25,5,2024,25,14,57.17,63.93,121.8,176.0,60.86,60.2,Good
50,2,2025,8,4,62.14,44.97,124.4,176.0,55.87,60.7,Good
29,11,2025,20,12,65.76,69.34,126.9,176.0,69.69,66.6,Good
39,3,2025,26,19,80.48,64.6,123.9,176.0,77.06,73.5,Good
31,10,2025,16,8,48.84,57.16,106.7,176.0,42.16,53.7,Needs Improvement
47,4,2024,20,18,86.73,99.21,192.5,176.0,90.64,98.8,Outstanding
43,4,2025,23,12,56.51,46.23,134.3,176.0,50.99,57.4,Needs Improvement
50,12,2025,12,3,38.13,34.2,122.0,176.0,31.44,41.0,Needs Improvement
23,12,2025,10,6,64.92,61.16,139.2,176.0,67.34,70.0,Good
44,1,2025,14,10,69.82,66.75,160.5,176.0,69.31,79.7,Excellent
38,12,2024,9,6,80.68,62.0,146.0,176.0,85.74,77.4,Excellent
20,8,2025,22,10,47.61,43.42,87.7,176.0,46.11,46.5,Needs Improvement
23,5,2024,14,12,85.67,83.77,139.6,176.0,83.72,83.7,Excellent
45,11,2024,14,11,77.33,79.56,148.5,176.0,67.15,77.9,Excellent
16,12,2025,11,4,33.64,36.89,115.4,176.0,36.16,38.7,Low Productivity
50,7,2025,22,7,23.12,37.74,109.5,176.0,23.03,35.7,Low Productivity
42,6,2025,5,2,53.01,60.06,106.1,176.0,58.95,53.9,Needs Improvement
8,7,2025,11,2,17.94,13.48,92.1,176.0,21.74,22.6,Low Productivity
50,2,2025,25,22,90.86,87.28,155.1,176.0,92.52,84.3,Excellent
21,11,2025,5,3,66.32,53.8,129.7,176.0,62.67,59.0,Needs Improvement
1,11,2024,19,6,35.3,24.74,118.4,176.0,33.23,38.2,Low Productivity
8,5,2025,8,5,66.96,54.19,117.3,176.0,69.7,64.9,Good
29,7,2025,24,9,33.65,28.21,120.4,176.0,33.39,43.0,Needs Improvement
32,9,2025,14,10,78.89,70.51,131.1,176.0,85.98,72.9,Good
38,4,2024,27,20,84.77,78.18,134.7,176.0,91.35,77.0,Excellent
5,1,2025,13,8,75.47,71.54,133.9,176.0,74.21,73.2,Good
47,9,2025,6,4,63.14,61.37,109.9,176.0,63.6,65.5,Good
22,7,2024,18,13,73.52,64.68,141.0,176.0,69.55,74.5,Good
47,2,2024,20,11,53.67,57.0,142.9,176.0,53.16,57.6,Needs Improvement
34,9,2024,5,4,87.99,86.53,133.7,176.0,92.74,91.1,Outstanding
1,10,2024,6,4,76.5,83.49,169.0,176.0,73.78,84.0,Excellent
26,12,2024,11,7,74.94,55.23,121.6,176.0,73.11,67.3,Good
43,4,2025,14,11,80.67,65.27,152.9,176.0,74.82,74.7,Good
10,3,2024,26,20,75.64,82.77,122.4,176.0,72.83,73.7,Good
30,4,2024,24,9,41.33,24.72,144.3,176.0,44.4,42.7,Needs Improvement
50,7,2024,5,1,32.84,27.84,95.6,176.0,31.63,40.4,Needs Improvement
18,9,2024,17,6,32.89,31.12,112.3,176.0,27.14,36.4,Low Productivity
17,12,2025,5,2,46.55,39.34,105.3,176.0,47.61,47.0,Needs Improvement
26,10,2024,9,6,69.22,73.09,133.9,176.0,68.96,75.6,Excellent
8,10,2025,20,19,100.0,88.51,159.0,176.0,100.0,91.9,Outstanding
47,7,2024,19,11,60.1,69.31,122.1,176.0,59.42,61.0,Good
40,11,2024,21,12,54.79,48.89,118.6,176.0,49.81,55.8,Needs Improvement
49,5,2025,27,19,64.66,69.61,137.4,176.0,69.48,70.9,Good
12,2,2025,20,14,77.11,78.74,136.6,176.0,72.26,78.7,Excellent
27,8,2025,17,8,45.79,58.06,125.7,176.0,39.28,58.8,Needs Improvement
8,5,2025,15,7,45.95,27.96,128.5,176.0,40.75,51.2,Needs Improvement
25,8,2025,21,13,62.15,86.39,143.9,176.0,59.1,67.2,Good
46,3,2024,21,10,53.98,46.42,127.6,176.0,44.53,53.5,Needs Improvement
4,9,2024,6,3,50.85,54.91,124.1,176.0,42.21,53.8,Needs Improvement
33,10,2025,17,9,50.43,51.97,119.9,176.0,54.33,57.0,Needs Improvement
1,12,2025,18,14,88.88,99.9,123.3,176.0,88.02,88.4,Excellent
19,8,2025,15,8,59.81,64.91,126.0,176.0,58.98,60.1,Good
31,8,2025,14,6,55.58,64.11,134.2,176.0,55.3,64.7,Good
16,7,2025,7,4,74.47,71.5,122.7,176.0,77.29,67.7,Good
14,12,2024,21,13,71.48,73.48,122.9,176.0,67.38,71.4,Good
48,2,2024,19,13,66.57,61.97,155.8,176.0,69.38,77.6,Excellent
5,12,2025,13,6,54.91,49.5,145.8,176.0,55.47,60.7,Good
41,6,2025,14,5,45.4,46.63,98.9,176.0,40.61,47.5,Needs Improvement
26,9,2025,12,5,58.33,51.6,157.5,176.0,61.37,59.1,Needs Improvement
28,6,2025,25,17,69.16,69.15,140.9,176.0,69.45,72.9,Good
2,7,2025,17,11,67.32,63.58,149.7,176.0,62.09,69.1,Good
50,7,2024,22,9,38.88,52.62,109.4,176.0,34.02,51.9,Needs Improvement
6,2,2024,9,4,58.02,62.33,126.4,176.0,60.42,58.0,Needs Improvement
9,3,2025,10,3,34.46,46.13,116.6,176.0,39.54,44.2,Needs Improvement
33,4,2024,21,8,41.49,43.29,99.3,176.0,42.9,42.2,Needs Improvement
41,5,2024,15,11,72.07,76.55,166.0,176.0,76.51,78.1,Excellent
25,12,2025,24,19,82.21,91.99,145.8,176.0,88.37,83.7,Excellent
48,11,2024,20,5,32.14,37.44,96.5,176.0,31.02,31.2,Low Productivity
13,1,2024,13,7,58.89,50.41,108.7,176.0,59.72,57.0,Needs Improvement
9,1,2024,6,4,70.52,69.36,141.9,176.0,73.86,69.5,Good
13,4,2024,9,7,75.42,87.56,149.7,176.0,69.69,78.9,Excellent
31,11,2025,5,1,29.78,24.98,89.7,176.0,34.95,31.0,Low Productivity
41,5,2024,8,5,66.04,75.62,136.8,176.0,72.86,72.7,Good
11,7,2024,8,5,66.08,76.73,144.1,176.0,62.38,68.3,Good
4,11,2025,26,10,35.75,36.16,105.7,176.0,50.1,41.5,Needs Improvement
34,12,2025,29,20,65.42,59.04,141.5,176.0,69.39,71.8,Good
38,4,2025,7,4,70.97,73.91,135.5,176.0,70.21,71.0,Good
46,12,2024,13,7,60.5,74.21,123.5,176.0,50.11,69.5,Good
4,7,2024,26,8,36.52,34.18,91.3,176.0,36.06,40.7,Needs Improvement
38,7,2024,27,23,87.31,90.8,151.5,176.0,89.42,88.5,Excellent
19,9,2025,16,13,85.96,75.84,117.0,176.0,87.49,79.2,Excellent
6,10,2024,14,4,34.78,34.0,129.1,176.0,28.22,42.2,Needs Improvement
34,3,2024,6,2,41.0,36.73,127.9,176.0,37.69,46.6,Needs Improvement
18,11,2025,15,9,54.13,57.57,116.4,176.0,57.53,67.1,Good
13,8,2024,14,10,76.98,80.8,120.2,176.0,79.95,77.8,Excellent
41,4,2024,26,10,40.76,42.39,128.9,176.0,45.47,51.6,Needs Improvement
23,11,2025,10,5,61.16,49.85,119.3,176.0,61.75,53.0,Needs Improvement
19,6,2024,22,12,52.41,57.87,127.3,176.0,52.25,58.1,Needs Improvement
45,10,2025,6,4,73.67,95.83,143.9,176.0,76.23,82.9,Excellent
11,7,2024,6,3,41.09,47.48,102.2,176.0,41.56,54.1,Needs Improvement
1,3,2025,14,9,63.06,60.97,147.8,176.0,55.41,63.8,Good
24,3,2024,20,13,68.3,59.81,142.0,176.0,75.9,78.0,Excellent
7,4,2025,16,8,48.9,54.52,122.3,176.0,53.51,55.7,Needs Improvement
25,2,2024,5,4,84.54,67.91,116.6,176.0,86.66,81.6,Excellent
21,4,2024,25,17,69.06,64.87,142.7,176.0,62.22,70.3,Good
15,2,2024,12,4,43.79,33.13,118.4,176.0,47.98,42.4,Needs Improvement
1,7,2024,20,15,79.89,79.37,142.4,176.0,77.69,85.1,Excellent
12,7,2024,22,13,59.5,58.94,142.0,176.0,63.65,63.0,Good
7,9,2025,17,10,63.16,63.9,145.8,176.0,65.89,64.4,Good
15,1,2024,19,5,19.16,33.25,107.7,176.0,17.46,35.5,Low Productivity
21,10,2024,25,17,69.76,78.25,112.6,176.0,75.02,72.3,Good
19,3,2024,16,14,87.24,84.79,131.1,176.0,81.28,85.2,Excellent
29,5,2024,12,6,52.0,46.7,111.2,176.0,52.28,54.2,Needs Improvement
25,1,2024,14,7,48.21,57.95,117.2,176.0,56.5,56.5,Needs Improvement
